,GENDER,RACE
7731, Male, White
7732, Male, White
7733, Female, White
7734, Male, White
7735, Male, White
7736, Male, Black
7737, Female, White
7738, Male, Black
7739, Male, White
7740, Female, White
7741, Male, White
7742, Male, White
7743, Male, White
7744, Female, White
7745, Male, White
7746, Male, White
7747, Male, White
7748, Female, White
7749, Female, White
7750, Male, White
7751, Male, White
7752, Male, White
7753, Female, Black
7754, Female, White
7755, Male, Black
7756, Male, Black
7757, Male, White
7758, Female, White
7759, Female, White
7760, Female, White
7761, Male, White
7762, Male, White
7763, Male, White
7764, Male, White
7765, Male, White
7766, Female, White
7767, Male, White
7768, Male, White
7769, Male, White
7770, Male, White
7771, Male, White
7772, Male, White
7773, Female, White
7774, Female, White
7775, Male, White
7776, Female, White
7777, Male, White
7778, Male, White
7779, Female, White
7780, Male, White
7781, Male, White
7782, Female, White
7783, Male, White
7784, Female, White
7785, Male, White
7786, Male, White
7787, Female, White
7788, Male, White
7789, Male, White
7790, Male, White
7791, Male, White
7792, Male, White
7793, Female, White
7794, Male, White
7795, Female, White
7796, Male, White
7797, Male, White
7798, Male, White
7799, Male, White
7800, Male, Asian-Pac-Islander
7801, Male, White
7802, Male, Black
7803, Male, White
7804, Female, White
7805, Male, White
7806, Male, White
7807, Male, White
7808, Male, Asian-Pac-Islander
7809, Male, White
7810, Female, White
7811, Male, White
7812, Female, White
7813, Male, White
7814, Female, White
7815, Female, Black
7816, Male, White
7817, Female, White
7818, Male, White
7819, Male, White
7820, Female, White
7821, Female, White
7822, Male, White
7823, Male, White
7824, Male, White
7825, Female, White
7826, Male, White
7827, Male, White
7828, Female, White
7829, Female, Asian-Pac-Islander
7830, Male, White
7831, Male, White
7832, Male, White
7833, Male, White
7834, Male, White
7835, Female, White
7836, Female, White
7837, Male, White
7838, Male, White
7839, Male, White
7840, Male, White
7841, Female, White
7842, Male, White
7843, Male, White
7844, Male, White
7845, Female, White
7846, Male, White
7847, Female, White
7848, Male, White
7849, Female, White
7850, Male, White
7851, Male, White
7852, Female, White
7853, Female, White
7854, Female, White
7855, Male, White
7856, Male, White
7857, Female, White
7858, Male, White
7859, Male, White
7860, Male, White
7861, Female, Black
7862, Male, Black
7863, Male, White
7864, Male, White
7865, Male, White
7866, Male, White
7867, Male, White
7868, Male, White
7869, Male, White
7870, Male, White
7871, Male, White
7872, Female, White
7873, Female, White
7874, Male, White
7875, Male, Black
7876, Male, Black
7877, Male, White
7878, Female, White
7879, Male, White
7880, Male, White
7881, Female, White
7882, Male, Other
7883, Male, White
7884, Male, White
7885, Male, White
7886, Male, White
7887, Female, White
7888, Male, White
7889, Female, White
7890, Female, White
7891, Female, Other
7892, Male, White
7893, Male, White
7894, Male, White
7895, Female, White
7896, Male, White
7897, Male, Black
7898, Male, White
7899, Male, White
7900, Female, Black
7901, Male, White
7902, Female, White
7903, Female, White
7904, Male, Black
7905, Male, Black
7906, Male, White
7907, Male, White
7908, Female, Black
7909, Female, Asian-Pac-Islander
7910, Male, White
7911, Male, White
7912, Female, White
7913, Female, White
7914, Male, White
7915, Male, White
7916, Male, White
7917, Female, White
7918, Male, White
7919, Male, White
7920, Male, White
7921, Male, White
7922, Female, White
7923, Female, White
7924, Male, White
7925, Male, White
7926, Female, White
7927, Male, White
7928, Female, Black
7929, Male, White
7930, Male, White
7931, Male, White
7932, Female, Asian-Pac-Islander
7933, Female, White
7934, Male, White
7935, Female, White
7936, Male, White
7937, Female, White
7938, Male, White
7939, Male, White
7940, Female, Black
7941, Male, White
7942, Female, White
7943, Male, White
7944, Male, White
7945, Female, White
7946, Male, White
7947, Male, White
7948, Female, White
7949, Female, Black
7950, Male, White
7951, Female, White
7952, Female, Black
7953, Male, White
7954, Female, White
7955, Male, White
7956, Male, Black
7957, Male, White
7958, Female, White
7959, Male, White
7960, Male, White
7961, Male, White
7962, Male, White
7963, Female, White
7964, Male, White
7965, Male, White
7966, Male, White
7967, Male, White
7968, Male, White
7969, Female, White
7970, Female, White
7971, Female, White
7972, Female, White
7973, Female, White
7974, Male, White
7975, Male, White
7976, Male, White
7977, Male, White
7978, Male, White
7979, Male, White
7980, Male, Asian-Pac-Islander
7981, Male, White
7982, Female, White
7983, Male, White
7984, Male, White
7985, Male, White
7986, Male, White
7987, Male, White
7988, Male, White
7989, Male, White
7990, Male, White
7991, Female, White
7992, Male, White
7993, Male, White
7994, Male, Black
7995, Male, White
7996, Male, White
7997, Female, White
7998, Female, White
7999, Male, White
8000, Male, White
8001, Female, White
8002, Male, White
8003, Female, Black
8004, Male, White
8005, Male, Black
8006, Female, White
8007, Male, White
8008, Male, Black
8009, Male, White
8010, Male, White
8011, Female, White
8012, Female, White
8013, Male, White
8014, Male, Asian-Pac-Islander
8015, Male, White
8016, Female, Other
8017, Female, White
8018, Female, White
8019, Male, White
8020, Female, White
8021, Male, White
8022, Female, White
8023, Male, Black
8024, Male, Asian-Pac-Islander
8025, Male, White
8026, Male, White
8027, Female, White
8028, Female, White
8029, Female, White
8030, Male, White
8031, Female, White
8032, Male, White
8033, Female, White
8034, Male, White
8035, Female, Black
8036, Male, Black
8037, Female, White
8038, Male, White
8039, Male, White
8040, Female, White
8041, Female, White
8042, Male, Black
8043, Male, White
8044, Female, Black
8045, Male, White
8046, Male, White
8047, Male, White
8048, Male, White
8049, Female, White
8050, Male, White
8051, Male, White
8052, Male, White
8053, Female, White
8054, Female, White
8055, Female, White
8056, Male, White
8057, Male, White
8058, Female, Black
8059, Male, Asian-Pac-Islander
8060, Male, White
8061, Male, White
8062, Male, White
8063, Male, White
8064, Male, White
8065, Male, Black
8066, Male, Asian-Pac-Islander
8067, Male, Black
8068, Male, White
8069, Male, White
8070, Male, Asian-Pac-Islander
8071, Male, White
8072, Female, White
8073, Male, White
8074, Male, White
8075, Male, Asian-Pac-Islander
8076, Male, White
8077, Male, White
8078, Male, White
8079, Male, White
8080, Male, White
8081, Female, White
8082, Male, White
8083, Male, White
8084, Male, White
8085, Male, White
8086, Male, White
8087, Male, White
8088, Female, White
8089, Female, Amer-Indian-Eskimo
8090, Female, White
8091, Male, White
8092, Female, White
8093, Male, White
8094, Male, White
8095, Female, White
8096, Male, White
8097, Female, White
8098, Female, White
8099, Male, Black
8100, Female, White
8101, Female, White
8102, Male, White
8103, Female, White
8104, Female, White
8105, Male, White
8106, Female, White
8107, Male, White
8108, Male, White
8109, Female, White
8110, Male, White
8111, Female, White
8112, Male, Asian-Pac-Islander
8113, Male, White
8114, Male, Black
8115, Male, Black
8116, Male, White
8117, Male, White
8118, Female, White
8119, Male, White
8120, Male, White
8121, Male, White
8122, Male, Asian-Pac-Islander
8123, Male, White
8124, Male, Other
8125, Male, White
8126, Male, White
8127, Female, White
8128, Female, White
8129, Female, White
8130, Female, White
8131, Female, White
8132, Male, White
8133, Female, Black
8134, Male, White
8135, Male, White
8136, Male, White
8137, Male, White
8138, Male, White
8139, Male, White
8140, Female, White
8141, Female, White
8142, Female, White
8143, Male, White
8144, Female, White
8145, Male, White
8146, Female, White
8147, Male, White
8148, Female, White
8149, Male, Amer-Indian-Eskimo
8150, Male, White
8151, Male, White
8152, Male, Asian-Pac-Islander
8153, Male, White
8154, Male, White
8155, Female, Amer-Indian-Eskimo
8156, Female, White
8157, Male, White
8158, Male, White
8159, Male, White
8160, Male, Black
8161, Female, White
8162, Male, White
8163, Male, White
8164, Male, White
8165, Female, White
8166, Male, White
8167, Female, White
8168, Female, White
8169, Male, White
8170, Male, White
8171, Male, White
8172, Male, White
8173, Female, White
8174, Male, White
8175, Male, White
8176, Male, White
8177, Male, White
8178, Male, Other
8179, Male, White
8180, Female, White
8181, Female, White
8182, Male, White
8183, Male, White
8184, Male, White
8185, Male, White
8186, Male, White
8187, Female, White
8188, Male, White
8189, Female, Black
8190, Female, White
8191, Female, White
8192, Female, White
8193, Male, White
8194, Male, White
8195, Male, White
8196, Male, White
8197, Female, White
8198, Male, White
8199, Male, White
8200, Male, White
8201, Male, White
8202, Male, White
8203, Female, White
8204, Male, Black
8205, Male, White
8206, Male, White
8207, Male, Black
8208, Male, White
8209, Male, White
8210, Female, White
8211, Male, White
8212, Female, White
8213, Male, White
8214, Male, White
8215, Female, White
8216, Male, White
8217, Male, White
8218, Female, White
8219, Female, Black
8220, Female, White
8221, Female, White
8222, Male, White
8223, Male, White
8224, Male, White
8225, Male, White
8226, Male, White
8227, Male, White
8228, Male, White
8229, Male, White
8230, Male, White
8231, Male, White
8232, Female, White
8233, Female, White
8234, Male, White
8235, Female, White
8236, Male, White
8237, Male, White
8238, Male, White
8239, Male, White
8240, Male, White
8241, Female, White
8242, Female, White
8243, Male, White
8244, Male, White
8245, Male, White
8246, Female, Black
8247, Female, White
8248, Male, White
8249, Male, White
8250, Male, White
8251, Female, Black
8252, Male, White
8253, Male, White
8254, Female, White
8255, Male, White
8256, Male, White
8257, Female, White
8258, Male, White
8259, Male, White
8260, Male, White
8261, Female, White
8262, Male, Black
8263, Male, White
8264, Male, Black
8265, Female, White
8266, Male, White
8267, Male, White
8268, Male, White
8269, Female, White
8270, Male, White
8271, Female, White
8272, Male, White
8273, Male, White
8274, Female, Black
8275, Female, White
8276, Male, Black
8277, Female, White
8278, Male, White
8279, Male, White
8280, Female, White
8281, Female, White
8282, Female, Asian-Pac-Islander
8283, Male, White
8284, Male, White
8285, Male, White
8286, Male, White
8287, Male, White
8288, Male, Amer-Indian-Eskimo
8289, Male, White
8290, Male, White
8291, Male, White
8292, Female, Black
8293, Female, White
8294, Male, White
8295, Male, White
8296, Male, White
8297, Female, White
8298, Male, White
8299, Male, White
8300, Female, White
8301, Male, White
8302, Female, White
8303, Male, White
8304, Male, Black
8305, Female, White
8306, Female, White
8307, Female, White
8308, Male, White
8309, Female, White
8310, Female, Black
8311, Female, White
8312, Female, Black
8313, Male, White
8314, Female, Black
8315, Male, White
8316, Male, White
8317, Female, White
8318, Male, White
8319, Male, White
8320, Female, White
8321, Male, White
8322, Male, White
8323, Male, White
8324, Male, White
8325, Male, White
8326, Female, White
8327, Male, White
8328, Female, White
8329, Female, White
8330, Female, Amer-Indian-Eskimo
8331, Male, White
8332, Male, White
8333, Male, White
8334, Female, Black
8335, Female, White
8336, Female, White
8337, Male, White
8338, Male, White
8339, Female, White
8340, Male, White
8341, Female, Black
8342, Male, White
8343, Female, White
8344, Female, White
8345, Male, White
8346, Male, White
8347, Female, White
8348, Male, White
8349, Female, Black
8350, Male, White
8351, Male, White
8352, Female, White
8353, Male, White
8354, Male, White
8355, Male, White
8356, Female, Asian-Pac-Islander
8357, Female, White
8358, Female, White
8359, Male, White
8360, Female, White
8361, Male, White
8362, Male, White
8363, Female, White
8364, Female, White
8365, Male, White
8366, Male, White
8367, Male, White
8368, Male, White
8369, Male, White
8370, Male, White
8371, Female, White
8372, Male, Black
8373, Male, White
8374, Male, White
8375, Male, White
8376, Female, White
8377, Male, White
8378, Male, White
8379, Male, White
8380, Female, Black
8381, Male, White
8382, Female, White
8383, Female, White
8384, Female, White
8385, Female, Black
8386, Female, White
8387, Male, White
8388, Female, Asian-Pac-Islander
8389, Male, White
8390, Male, Black
8391, Male, Black
8392, Female, White
8393, Male, White
8394, Male, White
8395, Female, White
8396, Male, White
8397, Male, White
8398, Male, White
8399, Male, White
8400, Male, White
8401, Male, White
8402, Male, White
8403, Female, White
8404, Female, White
8405, Male, White
8406, Female, White
8407, Male, White
8408, Female, White
8409, Male, White
8410, Female, White
8411, Male, Black
8412, Male, White
8413, Male, White
8414, Male, Asian-Pac-Islander
8415, Female, Black
8416, Male, White
8417, Female, White
8418, Male, White
8419, Male, White
8420, Male, White
8421, Female, White
8422, Male, White
8423, Female, White
8424, Female, Black
8425, Male, White
8426, Male, White
8427, Male, Asian-Pac-Islander
8428, Female, White
8429, Female, Black
8430, Female, White
8431, Male, White
8432, Male, White
8433, Male, White
8434, Male, Black
8435, Male, White
8436, Male, Black
8437, Male, White
8438, Female, Other
8439, Female, White
8440, Male, White
8441, Male, White
8442, Male, White
8443, Male, White
8444, Female, White
8445, Female, Black
8446, Male, White
8447, Female, White
8448, Male, White
8449, Male, White
8450, Female, White
8451, Male, White
8452, Female, White
8453, Male, White
8454, Female, White
8455, Male, White
8456, Female, White
8457, Male, White
8458, Male, White
8459, Male, White
8460, Male, White
8461, Male, White
8462, Male, White
8463, Male, White
8464, Female, White
8465, Female, Black
8466, Female, White
8467, Male, White
8468, Female, White
8469, Male, White
8470, Male, White
8471, Male, White
8472, Male, White
8473, Male, White
8474, Male, White
8475, Female, White
8476, Male, White
8477, Female, White
8478, Male, Asian-Pac-Islander
8479, Male, White
8480, Male, White
8481, Female, White
8482, Male, White
8483, Male, White
8484, Female, White
8485, Male, Black
8486, Male, Black
8487, Female, White
8488, Male, White
8489, Male, White
8490, Male, White
8491, Male, White
8492, Male, White
8493, Female, Black
8494, Male, White
8495, Male, White
8496, Male, White
8497, Female, Asian-Pac-Islander
8498, Male, White
8499, Male, White
8500, Male, White
8501, Female, White
8502, Male, White
8503, Male, White
8504, Female, White
8505, Male, White
8506, Male, White
8507, Female, White
8508, Female, Asian-Pac-Islander
8509, Male, White
8510, Male, White
8511, Male, White
8512, Female, White
8513, Male, White
8514, Female, White
8515, Female, White
8516, Female, Other
8517, Male, White
8518, Male, White
8519, Female, Black
8520, Male, White
8521, Female, Black
8522, Male, White
8523, Male, White
8524, Male, White
8525, Male, White
8526, Male, White
8527, Female, White
8528, Female, White
8529, Female, White
8530, Female, White
8531, Male, White
8532, Female, White
8533, Male, White
8534, Male, White
8535, Male, Asian-Pac-Islander
8536, Male, White
8537, Female, White
8538, Female, White
8539, Female, White
8540, Male, White
8541, Male, White
8542, Male, White
8543, Male, White
8544, Male, White
8545, Female, White
8546, Female, White
8547, Male, White
8548, Male, Black
8549, Female, White
8550, Male, White
8551, Male, White
8552, Male, White
8553, Female, White
8554, Male, White
8555, Male, Black
8556, Male, White
8557, Male, White
8558, Male, White
8559, Male, White
8560, Male, White
8561, Male, White
8562, Male, White
8563, Male, White
8564, Male, White
8565, Female, White
8566, Male, White
8567, Female, White
8568, Male, White
8569, Male, White
8570, Male, White
8571, Female, White
8572, Male, Asian-Pac-Islander
8573, Male, White
8574, Male, White
8575, Male, White
8576, Female, White
8577, Male, White
8578, Male, White
8579, Male, Black
8580, Female, White
8581, Male, White
8582, Male, White
8583, Female, White
8584, Male, White
8585, Female, White
8586, Male, White
8587, Female, White
8588, Female, White
8589, Female, White
8590, Female, White
8591, Male, White
8592, Female, White
8593, Male, White
8594, Male, White
8595, Female, White
8596, Female, White
8597, Male, White
8598, Male, White
8599, Male, White
8600, Male, White
8601, Male, White
8602, Male, White
8603, Female, Black
8604, Male, White
8605, Male, White
8606, Male, White
8607, Female, Black
8608, Male, White
8609, Female, White
8610, Male, White
8611, Male, White
8612, Male, White
8613, Male, White
8614, Male, White
8615, Female, White
8616, Male, Black
8617, Female, White
8618, Male, White
8619, Male, White
8620, Male, White
8621, Male, White
8622, Female, White
8623, Female, White
8624, Female, White
8625, Male, White
8626, Male, White
8627, Female, White
8628, Male, White
8629, Female, White
8630, Male, White
8631, Male, White
8632, Male, White
8633, Male, Asian-Pac-Islander
8634, Male, White
8635, Male, White
8636, Male, White
8637, Male, White
8638, Male, White
8639, Female, White
8640, Male, White
8641, Male, White
8642, Male, White
8643, Male, White
8644, Female, Black
8645, Male, White
8646, Male, White
8647, Female, Black
8648, Female, White
8649, Female, Black
8650, Female, White
8651, Male, White
8652, Female, White
8653, Male, White
8654, Male, White
8655, Male, White
8656, Male, Black
8657, Male, White
8658, Male, White
8659, Male, White
8660, Male, White
8661, Female, White
8662, Male, White
8663, Female, White
8664, Female, White
8665, Male, White
8666, Male, White
8667, Male, White
8668, Male, White
8669, Male, White
8670, Female, Amer-Indian-Eskimo
8671, Male, White
8672, Female, White
8673, Female, White
8674, Male, White
8675, Male, White
8676, Female, White
8677, Male, White
8678, Female, Black
8679, Male, White
8680, Male, White
8681, Male, White
8682, Female, White
8683, Female, White
8684, Male, White
8685, Female, White
8686, Male, White
8687, Female, White
8688, Male, Asian-Pac-Islander
8689, Male, White
8690, Male, Black
8691, Male, White
8692, Male, White
8693, Male, White
8694, Male, White
8695, Female, White
8696, Male, White
8697, Male, White
8698, Male, White
8699, Female, Black
8700, Male, White
8701, Female, Black
8702, Female, White
8703, Female, White
8704, Male, White
8705, Male, White
8706, Female, White
8707, Female, White
8708, Female, White
8709, Male, Black
8710, Male, Other
8711, Male, White
8712, Male, White
8713, Female, White
8714, Female, White
8715, Male, White
8716, Female, White
8717, Male, White
8718, Male, White
8719, Male, White
8720, Male, White
8721, Male, White
8722, Male, White
8723, Male, White
8724, Male, White
8725, Female, White
8726, Male, Black
8727, Female, White
8728, Male, White
8729, Male, White
8730, Male, White
8731, Female, White
8732, Male, White
8733, Female, White
8734, Male, Other
8735, Male, White
8736, Male, White
8737, Male, White
8738, Female, White
8739, Male, White
8740, Male, White
8741, Male, White
8742, Male, White
8743, Male, White
8744, Male, White
8745, Male, White
8746, Female, Black
8747, Male, White
8748, Male, White
8749, Female, White
8750, Female, White
8751, Male, White
8752, Female, White
8753, Male, White
8754, Male, White
8755, Male, White
8756, Female, White
8757, Female, White
8758, Male, White
8759, Male, White
8760, Female, Black
8761, Male, White
8762, Female, White
8763, Male, White
8764, Male, White
8765, Male, White
8766, Male, White
8767, Male, White
8768, Male, White
8769, Female, White
8770, Female, White
8771, Female, White
8772, Female, Black
8773, Male, White
8774, Male, White
8775, Male, White
8776, Male, White
8777, Male, White
8778, Male, White
8779, Male, White
8780, Female, White
8781, Male, White
8782, Male, White
8783, Male, White
8784, Male, White
8785, Male, White
8786, Female, White
8787, Male, White
8788, Female, White
8789, Female, White
8790, Female, White
8791, Male, White
8792, Male, White
8793, Male, Black
8794, Male, White
8795, Male, White
8796, Male, White
8797, Male, White
8798, Male, White
8799, Female, White
8800, Male, White
8801, Female, White
8802, Male, White
8803, Female, White
8804, Male, White
8805, Male, White
8806, Male, White
8807, Female, White
8808, Male, White
8809, Male, White
8810, Female, White
8811, Female, Black
8812, Female, White
8813, Male, White
8814, Male, White
8815, Male, White
8816, Male, White
8817, Male, White
8818, Male, White
8819, Female, White
8820, Male, White
8821, Male, White
8822, Female, White
8823, Male, White
8824, Female, White
8825, Male, White
8826, Male, White
8827, Male, White
8828, Male, White
8829, Male, Black
8830, Male, White
8831, Female, White
8832, Female, White
8833, Male, White
8834, Male, Amer-Indian-Eskimo
8835, Female, Black
8836, Male, White
8837, Female, White
8838, Male, White
8839, Female, White
8840, Male, White
8841, Male, White
8842, Female, White
8843, Female, White
8844, Male, Asian-Pac-Islander
8845, Female, Asian-Pac-Islander
8846, Female, White
8847, Female, Other
8848, Male, White
8849, Male, White
8850, Male, White
8851, Male, White
8852, Male, White
8853, Female, White
8854, Male, White
8855, Female, White
8856, Male, Amer-Indian-Eskimo
8857, Male, White
8858, Male, White
8859, Male, White
8860, Male, White
8861, Female, Black
8862, Male, White
8863, Male, White
8864, Male, White
8865, Female, White
8866, Male, Amer-Indian-Eskimo
8867, Male, White
8868, Male, White
8869, Male, White
8870, Male, White
8871, Female, Black
8872, Female, White
8873, Female, Asian-Pac-Islander
8874, Male, Asian-Pac-Islander
8875, Female, White
8876, Male, White
8877, Female, White
8878, Male, White
8879, Male, White
8880, Male, White
8881, Male, White
8882, Male, White
8883, Male, White
8884, Female, White
8885, Male, White
8886, Male, White
8887, Male, White
8888, Male, White
8889, Male, Black
8890, Male, White
8891, Female, White
8892, Female, White
8893, Female, White
8894, Female, White
8895, Male, Asian-Pac-Islander
8896, Male, Asian-Pac-Islander
8897, Female, White
8898, Male, Asian-Pac-Islander
8899, Female, White
8900, Male, White
8901, Female, White
8902, Male, Black
8903, Male, White
8904, Female, White
8905, Female, White
8906, Male, White
8907, Female, White
8908, Male, White
8909, Male, White
8910, Male, White
8911, Male, White
8912, Male, White
8913, Male, Black
8914, Male, White
8915, Female, Black
8916, Female, White
8917, Male, White
8918, Male, White
8919, Male, Black
8920, Female, White
8921, Male, White
8922, Female, White
8923, Male, White
8924, Male, Other
8925, Male, White
8926, Male, White
8927, Male, White
8928, Female, White
8929, Male, White
8930, Male, White
8931, Female, White
8932, Male, White
8933, Male, White
8934, Male, Black
8935, Male, White
8936, Male, White
8937, Male, White
8938, Male, White
8939, Male, White
8940, Male, White
8941, Female, White
8942, Male, White
8943, Female, Other
8944, Male, White
8945, Male, White
8946, Male, White
8947, Female, Other
8948, Female, White
8949, Female, White
8950, Female, White
8951, Female, White
8952, Male, White
8953, Male, Asian-Pac-Islander
8954, Male, White
8955, Female, White
8956, Male, White
8957, Male, White
8958, Male, White
8959, Male, White
8960, Female, White
8961, Male, White
8962, Female, Asian-Pac-Islander
8963, Female, White
8964, Female, White
8965, Female, White
8966, Male, White
8967, Male, Black
8968, Male, White
8969, Male, White
8970, Male, White
8971, Male, White
8972, Female, White
8973, Male, White
8974, Female, White
8975, Male, White
8976, Male, Black
8977, Male, White
8978, Male, White
8979, Female, White
8980, Male, White
8981, Male, White
8982, Male, White
8983, Male, White
8984, Female, White
8985, Female, White
8986, Male, Black
8987, Male, White
8988, Male, White
8989, Male, White
8990, Male, White
8991, Female, White
8992, Male, Asian-Pac-Islander
8993, Male, Asian-Pac-Islander
8994, Male, Black
8995, Male, White
8996, Male, White
8997, Female, White
8998, Male, White
8999, Male, White
9000, Male, White
9001, Male, White
9002, Male, White
9003, Female, White
9004, Male, White
9005, Male, White
9006, Male, White
9007, Male, White
9008, Male, White
9009, Male, White
9010, Female, White
9011, Male, White
9012, Female, White
9013, Female, White
9014, Male, White
9015, Male, Other
9016, Male, Black
9017, Female, Asian-Pac-Islander
9018, Male, White
9019, Male, White
9020, Male, White
9021, Male, White
9022, Male, White
9023, Male, White
9024, Male, White
9025, Male, White
9026, Male, White
9027, Male, White
9028, Male, White
9029, Male, White
9030, Male, White
9031, Male, White
9032, Male, White
9033, Male, White
9034, Female, White
9035, Male, White
9036, Male, Black
9037, Male, White
9038, Male, White
9039, Female, White
9040, Female, White
9041, Male, White
9042, Female, Black
9043, Female, White
9044, Male, White
9045, Female, Black
9046, Male, White
9047, Female, Black
9048, Male, White
9049, Female, Black
9050, Male, White
9051, Male, White
9052, Female, White
9053, Female, White
9054, Male, White
9055, Female, White
9056, Male, White
9057, Male, White
9058, Female, White
9059, Male, White
9060, Male, White
9061, Female, White
9062, Male, White
9063, Male, White
9064, Male, White
9065, Male, Other
9066, Male, White
9067, Female, Asian-Pac-Islander
9068, Male, Black
9069, Female, Black
9070, Male, White
9071, Male, White
9072, Male, Other
9073, Female, White
9074, Male, White
9075, Male, White
9076, Female, White
9077, Female, White
9078, Male, White
9079, Male, White
9080, Male, White
9081, Male, Black
9082, Female, White
9083, Male, White
9084, Male, White
9085, Male, White
9086, Male, White
9087, Male, Black
9088, Male, White
9089, Male, White
9090, Female, White
9091, Male, White
9092, Male, White
9093, Male, White
9094, Male, White
9095, Male, White
9096, Male, White
9097, Female, White
9098, Male, White
9099, Male, White
9100, Male, White
9101, Female, White
9102, Female, White
9103, Female, White
9104, Male, White
9105, Male, White
9106, Female, White
9107, Male, White
9108, Male, White
9109, Male, White
9110, Female, White
9111, Male, White
9112, Male, White
9113, Male, Black
9114, Male, White
9115, Male, White
9116, Male, White
9117, Female, White
9118, Male, Other
9119, Female, White
9120, Male, White
9121, Male, White
9122, Female, Black
9123, Male, Black
9124, Male, White
9125, Male, White
9126, Male, White
9127, Male, White
9128, Female, Asian-Pac-Islander
9129, Male, White
9130, Male, White
9131, Male, White
9132, Male, White
9133, Female, White
9134, Male, White
9135, Male, White
9136, Male, White
9137, Male, White
9138, Male, White
9139, Female, White
9140, Male, White
9141, Female, White
9142, Male, White
9143, Male, White
9144, Male, White
9145, Male, White
9146, Male, White
9147, Female, Asian-Pac-Islander
9148, Female, White
9149, Female, White
9150, Male, White
9151, Female, Black
9152, Male, White
9153, Female, White
9154, Male, White
9155, Male, Other
9156, Female, White
9157, Female, White
9158, Male, White
9159, Male, White
9160, Male, White
9161, Female, White
9162, Female, White
9163, Female, White
9164, Male, White
9165, Female, White
9166, Male, White
9167, Male, White
9168, Female, White
9169, Male, White
9170, Male, Black
9171, Female, White
9172, Male, White
9173, Male, White
9174, Female, White
9175, Female, White
9176, Female, White
9177, Male, White
9178, Male, White
9179, Male, White
9180, Male, White
9181, Female, White
9182, Male, White
9183, Male, White
9184, Male, White
9185, Male, White
9186, Male, White
9187, Male, White
9188, Male, White
9189, Male, White
9190, Male, White
9191, Male, White
9192, Male, White
9193, Male, White
9194, Male, White
9195, Male, White
9196, Male, Amer-Indian-Eskimo
9197, Male, White
9198, Male, White
9199, Male, White
9200, Male, White
9201, Female, White
9202, Female, White
9203, Female, White
9204, Male, White
9205, Male, Black
9206, Female, White
9207, Female, White
9208, Male, White
9209, Female, White
9210, Female, White
9211, Female, White
9212, Male, White
9213, Male, Black
9214, Male, White
9215, Male, Asian-Pac-Islander
9216, Male, White
9217, Male, White
9218, Male, White
9219, Female, White
9220, Female, White
9221, Male, White
9222, Female, White
9223, Male, White
9224, Male, White
9225, Male, White
9226, Female, Amer-Indian-Eskimo
9227, Female, White
9228, Male, White
9229, Male, White
9230, Female, Black
9231, Male, White
9232, Male, White
9233, Male, White
9234, Female, White
9235, Male, White
9236, Male, White
9237, Male, White
9238, Female, White
9239, Female, White
9240, Female, White
9241, Male, Black
9242, Male, White
9243, Female, White
9244, Female, Black
9245, Male, White
9246, Male, White
9247, Male, White
9248, Female, Black
9249, Female, Black
9250, Male, White
9251, Male, White
9252, Male, Other
9253, Female, White
9254, Male, White
9255, Male, White
9256, Male, White
9257, Male, White
9258, Female, White
9259, Male, White
9260, Male, White
9261, Female, White
9262, Female, White
9263, Male, White
9264, Male, White
9265, Male, White
9266, Male, Amer-Indian-Eskimo
9267, Male, White
9268, Male, White
9269, Male, White
9270, Male, White
9271, Male, White
9272, Female, White
9273, Male, White
9274, Male, White
9275, Male, White
9276, Male, White
9277, Female, Other
9278, Female, White
9279, Female, White
9280, Male, White
9281, Female, White
9282, Male, White
9283, Male, White
9284, Male, White
9285, Male, White
9286, Female, Black
9287, Female, White
9288, Male, White
9289, Female, White
9290, Female, White
9291, Female, White
9292, Male, White
9293, Male, White
9294, Female, White
9295, Male, White
9296, Male, White
9297, Female, White
9298, Male, White
9299, Male, White
9300, Female, Black
9301, Male, White
9302, Male, White
9303, Male, White
9304, Male, White
9305, Male, White
9306, Male, White
9307, Male, White
9308, Male, White
9309, Male, White
9310, Male, White
9311, Male, White
9312, Male, White
9313, Male, White
9314, Female, Black
9315, Female, White
9316, Male, Black
9317, Male, White
9318, Male, Asian-Pac-Islander
9319, Male, White
9320, Male, White
9321, Male, White
9322, Male, White
9323, Male, White
9324, Male, White
9325, Male, White
9326, Male, Black
9327, Male, White
9328, Female, White
9329, Male, White
9330, Female, Black
9331, Male, White
9332, Male, White
9333, Female, White
9334, Male, White
9335, Male, White
9336, Male, White
9337, Male, White
9338, Male, White
9339, Female, White
9340, Female, White
9341, Male, White
9342, Male, White
9343, Male, White
9344, Male, White
9345, Male, White
9346, Male, Other
9347, Female, White
9348, Male, White
9349, Female, White
9350, Female, White
9351, Male, White
9352, Male, White
9353, Female, Asian-Pac-Islander
9354, Male, White
9355, Male, Black
9356, Female, White
9357, Male, White
9358, Female, White
9359, Male, White
9360, Female, Black
9361, Male, White
9362, Male, White
9363, Male, White
9364, Male, White
9365, Male, White
9366, Female, White
9367, Male, White
9368, Female, White
9369, Female, White
9370, Male, White
9371, Male, Asian-Pac-Islander
9372, Male, White
9373, Male, White
9374, Female, White
9375, Male, White
9376, Male, White
9377, Female, White
9378, Male, White
9379, Male, White
9380, Female, Black
9381, Male, White
9382, Male, White
9383, Male, White
